	FIPS104	DEPT_NAME	DEPTCO	MIGCO2	MUNICO	MUNI_NAME	MATCH_QUAL	MPIO	MPIOS
366	CO36	Boyacá	15	15	122	Boavita	100.0	097	15097
367	CO02	Antioquia	05	05	016	Copacabana	100.0	212	05212
368	CO02	Antioquia	05	05	008	Bello	100.0	088	05088
369	CO02	Antioquia	05	05	053	Ebejico	100.0	240	05240
370	CO26	Santander	68	68	435	Palmas del Socorro	100.0	524	68524
371	CO02	Antioquia	05	05	054	Anza	100.0	044	05044
372	CO02	Antioquia	05	05	063	Alejandría	94.0	021	05021
373	CO36	Boyacá	15	15	120	El Cocuy	100.0	244	15244
374	CO02	Antioquia	05	05	063	San Rafael	100.0	667	05667
375	CO26	Santander	68	68	435	Confines	100.0	209	68209
376	CO26	Santander	68	68	431	Ocamonte	100.0	498	68498
377	CO02	Antioquia	05	05	001	Medellín	92.0	001	05001
378	CO02	Antioquia	05	05	035	San Vicente	100.0	674	05674
379	CO26	Santander	68	68	432	Coromoro	100.0	217	68217
380	CO26	Santander	68	68	435	Contratación	95.0	211	68211
381	CO26	Santander	68	68	434	La Paz	100.0	397	68397
382	CO26	Santander	68	68	432	Charalá	91.0	167	68167
383	CO36	Boyacá	15	15	121	Soatá	88.0	753	15753
384	CO26	Santander	68	68	436	Guapota	100.0	322	68322
385	CO02	Antioquia	05	05	064	Peñol	100.0	541	05541
386	CO11	Chocó	27	27	282	Quibdó	90.0	001	27001
387	CO36	Boyacá	15	15	122	La Uvita	100.0	403	15403
388	CO26	Santander	68	68	436	Oiba	100.0	500	68500
389	CO02	Antioquia	05	05	033	San Carlos	100.0	649	05649
390	CO02	Antioquia	05	05	023	Guarne	100.0	318	05318
391	CO26	Santander	68	68	435	El Guacamayo	100.0	245	68245
392	CO31	Vichada	99	99	520	Puerto Carreño	100.0	001	99001
393	CO26	Santander	68	68	435	Guadalupe	100.0	320	68320
394	CO02	Antioquia	05	05	064	Guatape	100.0	321	05321
395	CO02	Antioquia	05	05	054	Betulia	100.0	093	05093
396	CO02	Antioquia	05	05	071	Heliconia	100.0	347	05347
397	CO36	Boyacá	15	15	123	Chita	100.0	183	15183
398	CO36	Boyacá	15	15	124	Susacón	91.0	774	15774
399	CO26	Santander	68	68	437	Bolívar	91.0	101	68101
400	CO02	Antioquia	05	05	059	Puerto Naré (La Magdalena)	80.0	585	05585
401	CO36	Boyacá	15	15	117	Puerto Boyacá	95.0	572	15572
402	CO32	Casanare	85	85	517	Hato Corozal	100.0	125	85125
403	CO02	Antioquia	05	05	028	Marinilla	100.0	440	05440
404	CO02	Antioquia	05	05	071	Armenia	100.0	059	05059
405	CO02	Antioquia	05	05	031	Rionegro	100.0	615	05615
406	CO32	Casanare	85	85	518	La Salina	100.0	136	85136
407	CO02	Antioquia	05	05	065	Granada	100.0	313	05313
408	CO02	Antioquia	05	05	066	Retiro	100.0	607	05607
409	CO26	Santander	68	68	434	Aguada	100.0	013	68013
410	CO02	Antioquia	05	05	024	Itaguí	90.0	360	05360
411	CO02	Antioquia	05	05	019	Envigado	100.0	266	05266
412	CO31	Vichada	99	99	520	La Primavera	100.0	524	99524
413	CO02	Antioquia	05	05	071	Angelópolis	94.0	036	05036
414	CO26	Santander	68	68	432	Encino	100.0	264	68264
415	CO02	Antioquia	05	05	027	La Estrella	100.0	380	05380
416	CO26	Santander	68	68	436	Suaita	100.0	770	68770
417	CO36	Boyacá	15	15	122	Jericó	90.0	368	15368
418	CO26	Santander	68	68	441	El Peñón	85.0	250	68250
419	CO02	Antioquia	05	05	015	Concordia	100.0	209	05209
420	CO02	Antioquia	05	05	032	Sabaneta	100.0	631	05631
421	CO02	Antioquia	05	05	038	Santuario	94.0	697	05697
422	CO36	Boyacá	15	15	124	Sativanorte	100.0	720	15720
423	CO26	Santander	68	68	434	San Benito	100.0	673	68673
424	CO36	Boyacá	15	15	124	Tutaza	100.0	839	15839
425	CO02	Antioquia	05	05	070	Titiribí	92.0	809	05809
426	CO02	Antioquia	05	05	012	Carmen de Viboral	94.0	148	05148
427	CO02	Antioquia	05	05	060	San Luis	100.0	660	05660
428	CO36	Boyacá	15	15	123	Socota	100.0	755	15755
429	CO02	Antioquia	05	05	010	Caldas	100.0	129	05129
430	CO26	Santander	68	68	434	Chipatá	91.0	179	68179
431	CO02	Antioquia	05	05	062	Salgar	100.0	642	05642
432	CO32	Casanare	85	85	518	Sácama	90.0	315	85315
433	CO26	Santander	68	68	441	Sucre	100.0	773	68773
434	CO02	Antioquia	05	05	065	Cocorna	100.0	197	05197
435	CO32	Casanare	85	85	517	Paz de Ariporo	100.0	250	85250
436	CO36	Boyacá	15	15	143	Santana	100.0	686	15686
437	CO02	Antioquia	05	05	003	Amagá	88.0	030	05030
438	CO36	Boyacá	15	15	124	Sativasur	100.0	723	15723
439	CO26	Santander	68	68	438	Güepsa	90.0	327	68327
440	CO36	Boyacá	15	15	125	Paz De Río	94.0	537	15537
441	CO02	Antioquia	05	05	026	La Ceja	100.0	376	05376
442	CO11	Chocó	27	27	288	Alto Baudó	94.0	025	27025
443	CO36	Boyacá	15	15	125	Socha	100.0	757	15757
444	CO02	Antioquia	05	05	002	La Unión	92.0	400	05400
445	CO36	Boyacá	15	15	124	Belén	88.0	087	15087
446	CO36	Boyacá	15	15	143	Chitaraque	100.0	185	15185
447	CO36	Boyacá	15	15	143	San José De Pare	96.0	664	15664
448	CO02	Antioquia	05	05	059	Puerto Triunfo	100.0	591	05591
449	CO32	Casanare	85	85	518	Támara	90.0	400	85400
450	CO26	Santander	68	68	432	Gambita	100.0	298	68298
451	CO02	Antioquia	05	05	070	Venecia	100.0	861	05861
452	CO11	Chocó	27	27	288	Nuquí	88.0	495	27495
453	CO26	Santander	68	68	438	Barbosa	100.0	077	68077
454	CO26	Santander	68	68	441	La Belleza	100.0	377	68377
455	CO02	Antioquia	05	05	036	Santa Bárbara	95.0	679	05679
456	CO26	Santander	68	68	439	Guavata	100.0	324	68324
457	CO11	Chocó	27	27	289	El Carmen de Atrato	100.0	245	27245
458	CO36	Boyacá	15	15	128	Cerinza	100.0	162	15162
459	CO36	Boyacá	15	15	116	Paipa	100.0	516	15516
460	CO36	Boyacá	15	15	114	Duitama	100.0	238	15238
461	CO02	Antioquia	05	05	066	Montebello	100.0	467	05467
462	CO02	Antioquia	05	05	020	Fredonia	100.0	282	05282
463	CO36	Boyacá	15	15	128	Santa Rosa de Viterbo	100.0	693	15693
464	CO02	Antioquia	05	05	060	San Francisco	100.0	652	05652
465	CO36	Boyacá	15	15	128	Beteitiva	100.0	092	15092
466	CO36	Boyacá	15	15	143	Togüí	89.0	816	15816
467	CO36	Boyacá	15	15	115	Moniquirá	93.0	469	15469
468	CO02	Antioquia	05	05	069	Tarso	100.0	792	05792
469	CO36	Boyacá	15	15	125	Tasco	100.0	790	15790
470	CO02	Antioquia	05	05	009	Cuidad Bolivar	92.0	101	05101
471	CO26	Santander	68	68	439	Puente Nacional	100.0	572	68572
472	CO02	Antioquia	05	05	002	Abejorral	100.0	002	05002
473	CO02	Antioquia	05	05	040	Sonsón	90.0	756	05756
474	CO26	Santander	68	68	439	Jesus María	94.0	368	68368
475	CO36	Boyacá	15	15	128	Floresta	100.0	276	15276
476	CO36	Boyacá	15	15	147	Otanche	100.0	507	15507
477	CO02	Antioquia	05	05	062	Pueblorrico	100.0	576	05576
478	CO02	Antioquia	05	05	069	Jericó	90.0	368	05368
479	CO26	Santander	68	68	441	Florián	91.0	271	68271
480	CO26	Santander	68	68	439	Albania	100.0	020	68020
481	CO36	Boyacá	15	15	127	Corrales	100.0	215	15215
482	CO36	Boyacá	15	15	131	Sotaquirá	93.0	763	15763
483	CO36	Boyacá	15	15	127	Busbanza	100.0	114	15114
484	CO36	Boyacá	15	15	126	Pisba	100.0	550	15550
485	CO02	Antioquia	05	05	036	La Pintada	100.0	390	05390
486	CO36	Boyacá	15	15	142	Arcabuco	100.0	051	15051
487	CO33	Cundinamarca	25	25	250	Yacopí	90.0	885	25885
488	CO36	Boyacá	15	15	127	Gámeza	90.0	296	15296
489	CO32	Casanare	85	85	518	Pore	100.0	263	85263
490	CO02	Antioquia	05	05	062	Hispania	100.0	353	05353
491	CO36	Boyacá	15	15	126	Paya	100.0	533	15533
492	CO36	Boyacá	15	15	146	Pauna	100.0	531	15531
493	CO02	Antioquia	05	05	068	Támesis	91.0	789	05789
494	CO02	Antioquia	05	05	009	Betania	100.0	091	05091
495	CO36	Boyacá	15	15	142	Gachantivá	94.0	293	15293
496	CO36	Boyacá	15	15	131	Cómbita	91.0	204	15204
497	CO36	Boyacá	15	15	129	Nobsa	100.0	491	15491
498	CO36	Boyacá	15	15	129	Tibasosa	100.0	806	15806
499	CO33	Cundinamarca	25	25	250	Puerto Salgar	100.0	572	25572
500	CO36	Boyacá	15	15	142	Santa Sofía	94.0	696	15696
501	CO36	Boyacá	15	15	127	Tópaga	90.0	820	15820
502	CO36	Boyacá	15	15	144	Saboyá	90.0	632	15632
503	CO02	Antioquia	05	05	004	Andes	100.0	034	05034
504	CO02	Antioquia	05	05	061	Argelia	100.0	055	05055
505	CO36	Boyacá	15	15	146	San Pablo de Borbur	100.0	681	15681
506	CO36	Boyacá	15	15	127	Mongua	100.0	464	15464
507	CO36	Boyacá	15	15	118	Sogamoso	100.0	759	15759
508	CO02	Antioquia	05	05	067	Valparaíso	94.0	856	05856
509	CO11	Chocó	27	27	289	Lloró	88.0	413	27413
510	CO37	Caldas	17	17	149	Aguadas	100.0	013	17013
511	CO36	Boyacá	15	15	146	Tununguá	92.0	832	15832
512	CO36	Boyacá	15	15	127	Monguí	90.0	466	15466
513	CO36	Boyacá	15	15	113	Chiquinquirá	95.0	176	15176
514	CO36	Boyacá	15	15	146	Briceño	100.0	106	15106
515	CO36	Boyacá	15	15	132	Tuta	100.0	837	15837
516	CO32	Casanare	85	85	518	Nunchía	91.0	225	85225
517	CO36	Boyacá	15	15	142	Villa de Leyva	100.0	407	15407
518	CO36	Boyacá	15	15	129	Firavitoba	100.0	272	15272
519	CO36	Boyacá	15	15	144	Sutamarchán	94.0	776	15776
520	CO36	Boyacá	15	15	141	Motavita	100.0	476	15476
521	CO02	Antioquia	05	05	068	Jardín	90.0	364	05364
522	CO02	Antioquia	05	05	061	Nariño	100.0	483	05483
523	CO36	Boyacá	15	15	126	Labranzagrande	100.0	377	15377
524	CO36	Boyacá	15	15	141	Chiquiza	100.0	232	15232
525	CO11	Chocó	27	27	289	Bagadó	90.0	073	27073
526	CO36	Boyacá	15	15	145	Maripí	90.0	442	15442
527	CO36	Boyacá	15	15	147	Quípama	91.0	580	15580
528	CO36	Boyacá	15	15	131	Oicatá	90.0	500	15500
529	CO36	Boyacá	15	15	126	Aquitania	100.0	047	15047
530	CO36	Boyacá	15	15	129	Iza	100.0	362	15362
531	CO36	Boyacá	15	15	132	Toca	100.0	814	15814
532	CO36	Boyacá	15	15	141	Sora	100.0	762	15762
533	CO36	Boyacá	15	15	112	Tunja	100.0	001	15001
534	CO36	Boyacá	15	15	144	Tinjacá	91.0	808	15808
535	CO36	Boyacá	15	15	130	Pesca	100.0	542	15542
536	CO36	Boyacá	15	15	132	Chivatá	91.0	187	15187
537	CO36	Boyacá	15	15	145	Caldas	100.0	131	15131
538	CO36	Boyacá	15	15	142	Sáchica	91.0	638	15638
539	CO36	Boyacá	15	15	144	San Miguel de Sema	100.0	676	15676
540	CO02	Antioquia	05	05	067	Caramanta	100.0	145	05145
541	CO36	Boyacá	15	15	145	Muzo	100.0	480	15480
542	CO36	Boyacá	15	15	129	Cuitiva	100.0	226	15226
543	CO37	Caldas	17	17	163	Pácora	90.0	513	17513
544	CO37	Caldas	17	17	162	Victoria	100.0	867	17867
545	CO33	Cundinamarca	25	25	254	Simijaca	100.0	745	25745
546	CO36	Boyacá	15	15	141	Ráquira	91.0	600	15600
547	CO11	Chocó	27	27	283	Bajo Baudó	94.0	077	27077
548	CO36	Boyacá	15	15	141	Cucaita	100.0	224	15224
549	CO32	Casanare	85	85	519	San Luis de Palenque	100.0	325	85325
550	CO36	Boyacá	15	15	130	Tota	100.0	822	15822
551	CO32	Casanare	85	85	516	Yopal	100.0	001	85001
552	CO33	Cundinamarca	25	25	251	Caparrapí	93.0	148	25148
553	CO32	Casanare	85	85	518	Trinidad	100.0	430	85430
554	CO36	Boyacá	15	15	141	Samacá	90.0	646	15646
555	CO31	Vichada	99	99	520	Santa Rosalia	100.0	624	99624
556	CO37	Caldas	17	17	156	Pensilvania	100.0	541	17541
557	CO37	Caldas	17	17	157	Riosucio	100.0	614	17614
558	CO36	Boyacá	15	15	133	Siachoque	100.0	740	15740
559	CO36	Boyacá	15	15	147	La Victoria	100.0	401	15401
560	CO36	Boyacá	15	15	145	Buenavista	100.0	109	15109
561	CO37	Caldas	17	17	160	Marmato	100.0	442	17442
562	CO37	Caldas	17	17	160	Supía	88.0	777	17777
563	CO36	Boyacá	15	15	145	Coper	100.0	212	15212
564	CO36	Boyacá	15	15	133	Soracá	90.0	764	15764
565	CO33	Cundinamarca	25	25	254	Susa	100.0	779	25779
566	CO24	Risaralda	66	66	408	Mistrato	100.0	456	66456
567	CO33	Cundinamarca	25	25	255	Guachetá	92.0	317	25317
568	CO33	Cundinamarca	25	25	255	Fúquene	91.0	288	25288
569	CO36	Boyacá	15	15	133	Viracachá	93.0	879	15879
570	CO37	Caldas	17	17	158	Salamina	100.0	653	17653
571	CO31	Vichada	99	99	520	Cumbaribo	93.0	773	99773
572	CO33	Cundinamarca	25	25	254	Carmen de Carupa	100.0	154	25154
573	CO33	Cundinamarca	25	25	253	Paime	100.0	518	25518
574	CO36	Boyacá	15	15	133	Rondón	90.0	621	15621
575	CO36	Boyacá	15	15	139	Boyacá	90.0	104	15104
576	CO37	Caldas	17	17	163	La Merced	100.0	388	17388
577	CO33	Cundinamarca	25	25	252	La Palma	100.0	394	25394
578	CO11	Chocó	27	27	285	El Cantón del San Pablo	89.0	135	27135
579	CO36	Boyacá	15	15	126	Pajarito	100.0	518	15518
580	CO36	Boyacá	15	15	140	Ventaquemada	100.0	861	15861
581	CO33	Cundinamarca	25	25	241	Guaduas	100.0	320	25320
582	CO33	Cundinamarca	25	25	253	San Cayetano	100.0	653	25653
583	CO33	Cundinamarca	25	25	253	Topaipí	91.0	823	25823
584	CO36	Boyacá	15	15	139	Ramiriquí	93.0	599	15599
585	CO36	Boyacá	15	15	133	Ciénega	91.0	189	15189
586	CO24	Risaralda	66	66	409	Pueblo Rico	100.0	572	66572
587	CO36	Boyacá	15	15	139	Jenesano	100.0	367	15367
588	CO24	Risaralda	66	66	406	Quinchía	92.0	594	66594
589	CO36	Boyacá	15	15	139	Nuevo Colón	94.0	494	15494
590	CO24	Risaralda	66	66	408	Guatica	100.0	318	66318
591	CO11	Chocó	27	27	287	Tadó	85.0	787	27787
592	CO37	Caldas	17	17	164	Filadelfia	100.0	272	17272
593	CO33	Cundinamarca	25	25	247	Ubaté	88.0	843	25843
594	CO32	Casanare	85	85	519	Aguazul	100.0	010	85010
595	CO33	Cundinamarca	25	25	255	Lenguazaque	100.0	407	25407
596	CO36	Boyacá	15	15	139	Tibaná	90.0	804	15804
597	CO32	Casanare	85	85	519	Recetor	100.0	279	85279
598	CO31	Vichada	99	99	520	Chameza	100.0	015	85015
599	CO36	Boyacá	15	15	140	Turmequé	92.0	835	15835
600	CO36	Boyacá	15	15	130	Zetaquirá	93.0	897	15897
601	CO37	Caldas	17	17	164	Aranzazu	100.0	050	17050
602	CO37	Caldas	17	17	158	Marulanda	100.0	446	17446
603	CO33	Cundinamarca	25	25	253	Villagomez	100.0	871	25871
604	CO37	Caldas	17	17	162	Marquetalia	100.0	444	17444
605	CO33	Cundinamarca	25	25	256	Villapinzón	94.0	873	25873
606	CO37	Caldas	17	17	153	Manzanares	100.0	433	17433
607	CO33	Cundinamarca	25	25	253	El Peñón	85.0	258	25258
608	CO28	Tolima	73	73	467	Mariquita	100.0	443	73443
609	CO28	Tolima	73	73	464	Honda	100.0	349	73349
610	CO33	Cundinamarca	25	25	258	Cucunubá	92.0	224	25224
611	CO37	Caldas	17	17	150	Anserma	100.0	042	17042
612	CO28	Tolima	73	73	462	Fresno	100.0	283	73283
613	CO36	Boyacá	15	15	134	San Eduardo	100.0	660	15660
614	CO37	Caldas	17	17	154	Neira	100.0	486	17486
615	CO33	Cundinamarca	25	25	252	La Peña	100.0	398	25398
616	CO33	Cundinamarca	25	25	244	Pacho	100.0	513	25513
617	CO33	Cundinamarca	25	25	258	Sutatausa	100.0	781	25781
618	CO24	Risaralda	66	66	403	Belén de Umbria	96.0	088	66088
619	CO36	Boyacá	15	15	138	Chinavita	100.0	172	15172
620	CO36	Boyacá	15	15	134	Berbeo	100.0	090	15090
621	CO36	Boyacá	15	15	138	Umbita	100.0	842	15842
622	CO33	Cundinamarca	25	25	259	Tausa	100.0	793	25793
623	CO33	Cundinamarca	25	25	251	Utica	100.0	851	25851
624	CO11	Chocó	27	27	290	Condoto	100.0	205	27205
625	CO24	Risaralda	66	66	409	Apía	85.0	045	66045
626	CO33	Cundinamarca	25	25	257	Chocontá	92.0	183	25183
627	CO11	Chocó	27	27	285	Itsmina	100.0	361	27361
628	CO33	Cundinamarca	25	25	258	Suesca	100.0	772	25772
629	CO36	Boyacá	15	15	134	Miraflores	100.0	455	15455
630	CO33	Cundinamarca	25	25	267	Nimaima	100.0	489	25489
631	CO33	Cundinamarca	25	25	267	Vergara	100.0	862	25862
632	CO36	Boyacá	15	15	134	Páez	85.0	514	15514
633	CO32	Casanare	85	85	519	Orocué	90.0	230	85230
634	CO37	Caldas	17	17	165	Risaralda	100.0	616	17616
635	CO36	Boyacá	15	15	138	Pachavita	100.0	511	15511
636	CO36	Boyacá	15	15	136	Garagoa	100.0	299	15299
637	CO28	Tolima	73	73	476	Falan	100.0	270	73270
638	CO33	Cundinamarca	25	25	259	Cogua	100.0	200	25200
639	CO37	Caldas	17	17	148	Manizales	100.0	001	17001
640	CO28	Tolima	73	73	476	Herveo	100.0	347	73347
641	CO31	Vichada	99	99	520	Tauramena	100.0	410	85410
642	CO37	Caldas	17	17	165	San José	92.0	665	17665
643	CO33	Cundinamarca	25	25	249	Zipaquirá	93.0	899	25899
644	CO33	Cundinamarca	25	25	267	Quebradanegra	100.0	592	25592
645	CO28	Tolima	73	73	476	Palocabildo	100.0	520	73520
646	CO33	Cundinamarca	25	25	259	Nemocón	91.0	486	25486
647	CO36	Boyacá	15	15	138	La Capilla	100.0	380	15380
648	CO37	Caldas	17	17	155	Palestina	100.0	524	17524
649	CO37	Caldas	17	17	165	Viterbo	100.0	877	17877
650	CO33	Cundinamarca	25	25	257	Machetá	91.0	426	25426
651	CO28	Tolima	73	73	478	Armero	100.0	055	73055
652	CO33	Cundinamarca	25	25	256	Tibirita	100.0	807	25807
653	CO28	Tolima	73	73	476	Casabianca	100.0	152	73152
654	CO24	Risaralda	66	66	410	Santuario	100.0	687	66687
655	CO33	Cundinamarca	25	25	268	Supatá	90.0	777	25777
656	CO33	Cundinamarca	25	25	271	Nocaima	100.0	491	25491
657	CO36	Boyacá	15	15	134	Campohermoso	100.0	135	15135
658	CO36	Boyacá	15	15	137	Tenza	100.0	798	15798
659	CO33	Cundinamarca	25	25	248	Villeta	100.0	875	25875
660	CO11	Chocó	27	27	290	Novita	100.0	491	27491
661	CO33	Cundinamarca	25	25	260	Sesquilé	92.0	736	25736
662	CO33	Cundinamarca	25	25	269	Subachoque	100.0	769	25769
663	CO37	Caldas	17	17	165	Belalcázar	94.0	088	17088
664	CO37	Caldas	17	17	151	Chinchiná	93.0	174	17174
665	CO32	Casanare	85	85	519	Maní	85.0	139	85139
666	CO24	Risaralda	66	66	410	La Celia	100.0	383	66383
667	CO33	Cundinamarca	25	25	268	La Vega	100.0	402	25402
668	CO36	Boyacá	15	15	137	Guateque	100.0	322	15322
669	CO24	Risaralda	66	66	405	Marsella	100.0	440	66440
670	CO37	Caldas	17	17	161	Villamaría	94.0	873	17873
671	CO33	Cundinamarca	25	25	256	Manta	100.0	436	25436
672	CO28	Tolima	73	73	477	Villahermosa	100.0	870	73870
673	CO36	Boyacá	15	15	136	Macanal	100.0	425	15425
674	CO36	Boyacá	15	15	137	Sutatenza	100.0	778	15778
675	CO33	Cundinamarca	25	25	260	Gachancipá	94.0	295	25295
676	CO33	Cundinamarca	25	25	271	Sasaima	100.0	718	25718
677	CO33	Cundinamarca	25	25	268	San Francisco	100.0	658	25658
678	CO31	Vichada	99	99	520	Monterrey	100.0	162	85162
679	CO33	Cundinamarca	25	25	264	Tocancipá	93.0	817	25817
680	CO24	Risaralda	66	66	410	Balboa	100.0	075	66075
681	CO33	Cundinamarca	25	25	272	Chaguaní	92.0	168	25168
682	CO36	Boyacá	15	15	137	Somondoco	100.0	761	15761
683	CO33	Cundinamarca	25	25	269	Tabio	100.0	785	25785
684	CO11	Chocó	27	27	291	San José del Palmar	96.0	660	27660
685	CO36	Boyacá	15	15	136	Almeida	100.0	022	15022
686	CO33	Cundinamarca	25	25	260	Guatavita	100.0	326	25326
687	CO29	Valle del Cauca	76	76	486	El Aguila	100.0	243	76243
688	CO36	Boyacá	15	15	135	Guayatá	91.0	325	15325
689	CO31	Vichada	99	99	520	Sabanalarga	100.0	300	85300
690	CO33	Cundinamarca	25	25	235	Cajicá	90.0	126	25126
691	CO33	Cundinamarca	25	25	273	San Juan de Rio Seco	100.0	662	25662
692	CO24	Risaralda	66	66	407	Santa Rosa de Cabal	100.0	682	66682
693	CO33	Cundinamarca	25	25	272	Vianí	88.0	867	25867
694	CO33	Cundinamarca	25	25	264	Sopó	85.0	758	25758
695	CO36	Boyacá	15	15	135	San Luis de Gaceno	100.0	667	15667
696	CO28	Tolima	73	73	466	Líbano	90.0	411	73411
697	CO28	Tolima	73	73	465	Lérida	90.0	408	73408
698	CO33	Cundinamarca	25	25	271	Albán	88.0	019	25019
699	CO33	Cundinamarca	25	25	262	Gachetá	91.0	297	25297
700	CO33	Cundinamarca	25	25	271	Guayabal de Síquima	94.0	328	25328
701	CO36	Boyacá	15	15	135	Santa María	94.0	690	15690
702	CO28	Tolima	73	73	478	Ambalema	100.0	030	73030
703	CO24	Risaralda	66	66	405	La Virginia	100.0	400	66400
704	CO33	Cundinamarca	25	25	263	Guasca	100.0	322	25322
705	CO33	Cundinamarca	25	25	269	El Rosal	100.0	260	25260
706	CO36	Boyacá	15	15	135	Chivor	100.0	236	15236
707	CO33	Cundinamarca	25	25	236	Chía	85.0	175	25175
708	CO28	Tolima	73	73	477	Murillo	100.0	461	73461
709	CO24	Risaralda	66	66	402	Pereira	100.0	001	66001
710	CO33	Cundinamarca	25	25	270	Tenjo	100.0	799	25799
711	CO33	Cundinamarca	25	25	272	Bituima	100.0	095	25095
712	CO33	Cundinamarca	25	25	237	Facatativá	94.0	269	25269
713	CO24	Risaralda	66	66	404	Dosquebradas	100.0	170	66170
714	CO33	Cundinamarca	25	25	281	Ubalá	88.0	839	25839
715	CO29	Valle del Cauca	76	76	486	Ansermanuevo	100.0	041	76041
716	CO19	Meta	50	50	340	Puerto Gaitán	95.0	568	50568
717	CO33	Cundinamarca	25	25	242	Madrid	100.0	430	25430
718	CO29	Valle del Cauca	76	76	506	El Cairo	100.0	246	76246
719	CO33	Cundinamarca	25	25	270	Cota	100.0	214	25214
720	CO33	Cundinamarca	25	25	273	Beltrán	91.0	086	25086
721	CO33	Cundinamarca	25	25	274	Anolaima	100.0	040	25040
722	CO34	Bogotá	11	11	088	Bogotá D. C.	80.0	001	11001
723	CO33	Cundinamarca	25	25	262	Junín	88.0	372	25372
724	CO29	Valle del Cauca	76	76	492	Cartago	100.0	147	76147
725	CO11	Chocó	27	27	291	Sipí	85.0	745	27745
726	CO33	Cundinamarca	25	25	263	La Calera	100.0	377	25377
727	CO29	Valle del Cauca	76	76	506	Argelia	100.0	054	76054
728	CO33	Cundinamarca	25	25	275	Zipacón	91.0	898	25898
729	CO28	Tolima	73	73	465	Venadillo	100.0	861	73861
730	CO33	Cundinamarca	25	25	272	Quipile	100.0	596	25596
731	CO28	Tolima	73	73	477	Santa Isabel	100.0	686	73686
732	CO33	Cundinamarca	25	25	238	Funza	100.0	286	25286
733	CO33	Cundinamarca	25	25	281	Gachalá	91.0	293	25293
734	CO33	Cundinamarca	25	25	262	Gama	100.0	299	25299
735	CO33	Cundinamarca	25	25	275	Bojacá	90.0	099	25099
736	CO33	Cundinamarca	25	25	281	Ubalá	88.0	839	25839
737	CO33	Cundinamarca	25	25	273	Pulí	85.0	580	25580
738	CO33	Cundinamarca	25	25	274	Cachipay	100.0	123	25123
739	CO29	Valle del Cauca	76	76	492	Ulloa	100.0	845	76845
740	CO33	Cundinamarca	25	25	275	Tena	100.0	797	25797
741	CO33	Cundinamarca	25	25	281	Paratebueno	100.0	530	25530
